"函数名"	"定义位置"	"固定字符串出现次数"	"清单条目数"	"原始签名"	"功能备注"	"功能签名"	"迁移归属建议"	"风险标记"
"语素类::私有_UTF8字符长度"	"语素类.cpp:1229"	"1"	"1"	"std::size_t 语素类::私有_UTF8字符长度(unsigned char c) noexcept"	"服务所在模块的内部辅助流程。"	"类别=未分类;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=语素;约束=noexcept"	"专用类/对应头文件：语素"	"待复核"
"语素类::私有_清理主信息_已加锁"	"语素类.cpp:1131"	"1"	"1"	"void 语素类::私有_清理主信息_已加锁() noexcept"	"清理缓存、临时状态或运行资源。"	"类别=未分类;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=语素;约束=noexcept+锁约束"	"专用类/对应头文件：语素"	"待复核"
"语素类::获取词节点指针"	"语素类.cpp:753"	"1"	"1"	"词节点类* 语素类::获取词节点指针(const std::string& 词字符串) const"	"读取并返回指定对象、状态或运行材料。"	"类别=读取;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=语素;约束=无显式约束"	"专用类/对应头文件：语素"	"待复核"
"语素类::获取语素入口信息入口类型"	"语素类.cpp:958"	"1"	"1"	"枚举_信息入口类型 语素类::获取语素入口信息入口类型(const 语素入口节点类* 入口节点) const"	"读取并返回指定对象、状态或运行材料。"	"类别=读取;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=语素;约束=无显式约束"	"专用类/对应头文件：语素"	"待复核"
"语素类::获取语素入口对应基础信息类型"	"语素类.cpp:946"	"1"	"1"	"枚举_主信息类型 语素类::获取语素入口对应基础信息类型(const 语素入口节点类* 入口节点) const"	"读取并返回指定对象、状态或运行材料。"	"类别=读取;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=语素;约束=无显式约束"	"专用类/对应头文件：语素"	"待复核"
"语素类::通过词和场景查找基础信息"	"语素类.cpp:993"	"1"	"1"	"std::vector<基础信息节点类*> 语素类::通过词和场景查找基础信息( const std::string& 词字符串, 场景节点类* 当前场景, const 枚举_词性* 词性 ) const"	"按条件查找目标对象、方法或事实。"	"类别=查找;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=语素;约束=无显式约束"	"专用类/对应头文件：语素"	"待复核"
"语素类::重写语素SQL投影"	"语素类.cpp:642"	"1"	"1"	"bool 语素类::重写语素SQL投影(const char* 来源原因) const noexcept"	"把当前语素树本体重写到 SQL Server 查询投影。"	"类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=语素;约束=noexcept"	"专用类/对应头文件：语素"	"待复核"
"语言类::~语言类"	"语言类.cpp:27"	"1"	"1"	"语言类::~语言类()"	"释放或收束对象资源。"	"类别=清理;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=语言;约束=无显式约束"	"专用类/对应头文件：语言"	"待复核"
"语言类::初始化"	"语言类.cpp:34"	"1"	"1"	"void 语言类::初始化()"	"初始化相关对象、状态或运行上下文。"	"类别=构造;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=语言;约束=无显式约束"	"专用类/对应头文件：语言"	"待复核"
"语言类::新建文章"	"语言类.cpp:39"	"1"	"1"	"文章节点类* 语言类::新建文章(const std::string& 标题, const std::string& 原文)"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=语言;约束=无显式约束"	"专用类/对应头文件：语言"	"待复核"
"语言类::生成二次特征介词短语"	"语言类_二次特征表达.cpp:418"	"1"	"1"	"std::string 语言类::生成二次特征介词短语(const 二次特征节点类* 节点) const"	"根据当前输入生成目标数据、场景、动态或回执。"	"类别=生成;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=语言;约束=无显式约束"	"专用类/对应头文件：语言"	"待复核"
"语言类::生成二次特征反义词结果"	"语言类_二次特征表达.cpp:411"	"1"	"1"	"std::string 语言类::生成二次特征反义词结果(const 二次特征节点类* 节点) const"	"根据当前输入生成目标数据、场景、动态或回执。"	"类别=生成;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=语言;约束=无显式约束"	"专用类/对应头文件：语言"	"待复核"
"语言类::生成二次特征自然语言"	"语言类_二次特征表达.cpp:425"	"1"	"1"	"std::string 语言类::生成二次特征自然语言(const 二次特征节点类* 节点) const"	"根据当前输入生成目标数据、场景、动态或回执。"	"类别=生成;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=语言;约束=无显式约束"	"专用类/对应头文件：语言"	"待复核"
"语言类::生成存在会什么表达"	"语言类_存在表达.cpp:190"	"1"	"1"	"std::string 语言类::生成存在会什么表达(const 存在节点类* 节点, std::size_t 上限) const"	"根据当前输入生成目标数据、场景、动态或回执。"	"类别=生成;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=语言;约束=无显式约束"	"专用类/对应头文件：语言"	"待复核"
"语言类::生成存在是什么表达"	"语言类_存在表达.cpp:142"	"1"	"1"	"std::string 语言类::生成存在是什么表达(const 存在节点类* 节点) const"	"根据当前输入生成目标数据、场景、动态或回执。"	"类别=生成;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=语言;约束=无显式约束"	"专用类/对应头文件：语言"	"待复核"
"语言类::生成存在有什么表达"	"语言类_存在表达.cpp:104"	"1"	"1"	"std::string 语言类::生成存在有什么表达(const 存在节点类* 节点, std::size_t 上限) const"	"根据当前输入生成目标数据、场景、动态或回执。"	"类别=生成;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=语言;约束=无显式约束"	"专用类/对应头文件：语言"	"待复核"
"语言类::生成存在能什么表达"	"语言类_存在表达.cpp:174"	"1"	"1"	"std::string 语言类::生成存在能什么表达(const 存在节点类* 节点, std::size_t 上限) const"	"根据当前输入生成目标数据、场景、动态或回执。"	"类别=生成;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=语言;约束=无显式约束"	"专用类/对应头文件：语言"	"待复核"
"语言类::生成存在需要什么表达"	"语言类_存在表达.cpp:200"	"1"	"1"	"std::string 语言类::生成存在需要什么表达(const 存在节点类* 节点, std::size_t 上限) const"	"根据当前输入生成目标数据、场景、动态或回执。"	"类别=生成;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=语言;约束=无显式约束"	"专用类/对应头文件：语言"	"待复核"
"语言类::私有_清理主信息_已加锁"	"语言类.cpp:119"	"1"	"1"	"void 语言类::私有_清理主信息_已加锁() noexcept"	"清理缓存、临时状态或运行资源。"	"类别=未分类;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=语言;约束=noexcept+锁约束"	"专用类/对应头文件：语言"	"待复核"
"语言类::获取基础信息名称"	"语言类_基础信息命名.cpp:105"	"1"	"1"	"std::string 语言类::获取基础信息名称(const 基础信息节点类* 节点) const"	"读取并返回指定对象、状态或运行材料。"	"类别=读取;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=语言;约束=无显式约束"	"专用类/对应头文件：语言"	"待复核"
"读取任务层回执宿主"	"自我动作实现模块.ixx:11087"	"1"	"1"	"inline 基础信息节点类* 读取任务层回执宿主( 场景节点类* 输入参数场景, 基础信息节点类* 输入条件包) noexcept"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=自我;约束=noexcept+inline"	"专用类/对应头文件：自我"	"待复核"
"读取任务筹办输入任务"	"自我动作实现模块.ixx:11074"	"1"	"1"	"inline 任务类::节点类* 读取任务筹办输入任务( 场景节点类* 输入参数场景, 基础信息节点类* 输入条件包) noexcept"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=自我;约束=noexcept+inline"	"专用类/对应头文件：自我"	"待复核"
"读取条件项列表"	"自我动作实现模块.ixx:5022"	"1"	"1"	"inline std::vector<结构_条件项视图> 读取条件项列表(基础信息节点类* 条件包) noexcept"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=自我;约束=noexcept+inline"	"专用类/对应头文件：自我"	"待复核"
"调试清空缓存"	"特征值类.h:33"	"1"	"1"	"void 调试清空缓存() noexcept"	"按函数名执行对应处理。"	"类别=清理;输入=无自定义类型;输出=void;副作用=无明显副作用;领域=特征值;约束=noexcept"	"专用类/对应头文件：特征值"	"待复核"
"重新计算距离"	"基础数据类型.h:1476"	"1"	"1"	"inline void 重新计算距离()"	"===== 轻量工具函数 ====="	"类别=未分类;输入=无自定义类型;输出=void;副作用=无明显副作用;领域=全局通用候选;约束=inline"	"全局共享函数类.ixx候选"	"待复核"
"需求包有必需条件项"	"自我动作实现模块.ixx:6025"	"1"	"1"	"inline bool 需求包有必需条件项(const std::vector<结构_条件项视图>& 需求项列表) noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept+inline"	"专用类/对应头文件：自我"	"待复核"
"需求类::构造AND组需求更新指令"	"需求类.cpp:1567"	"1"	"1"	"结构_需求树更新指令 需求类::构造AND组需求更新指令( const 结构_逻辑组织需求更新输入& 输入) noexcept"	"更新已有对象、状态、索引或缓存。"	"类别=更新;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=需求;约束=noexcept"	"专用类/对应头文件：需求"	"待复核"
"需求类::构造OR组需求更新指令"	"需求类.cpp:1576"	"1"	"1"	"结构_需求树更新指令 需求类::构造OR组需求更新指令( const 结构_逻辑组织需求更新输入& 输入) noexcept"	"更新已有对象、状态、索引或缓存。"	"类别=更新;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=需求;约束=noexcept"	"专用类/对应头文件：需求"	"待复核"
"需求类::构造因果子链支撑需求更新指令"	"需求类.cpp:1594"	"1"	"1"	"结构_需求树更新指令 需求类::构造因果子链支撑需求更新指令( const 结构_逻辑组织需求更新输入& 输入) noexcept"	"更新已有对象、状态、索引或缓存。"	"类别=更新;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=需求;约束=noexcept"	"专用类/对应头文件：需求"	"待复核"
"需求类::构造方法路径组需求更新指令"	"需求类.cpp:1585"	"1"	"1"	"结构_需求树更新指令 需求类::构造方法路径组需求更新指令( const 结构_逻辑组织需求更新输入& 输入) noexcept"	"更新已有对象、状态、索引或缓存。"	"类别=更新;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=需求;约束=noexcept"	"专用类/对应头文件：需求"	"待复核"
"需求类::构造逻辑组织需求更新指令"	"需求类.cpp:1467"	"1"	"1"	"结构_需求树更新指令 需求类::构造逻辑组织需求更新指令( const 结构_逻辑组织需求更新输入& 输入, 枚举_逻辑组织需求类型 类型) noexcept"	"更新已有对象、状态、索引或缓存。"	"类别=更新;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=需求;约束=noexcept"	"专用类/对应头文件：需求"	"待复核"
"需求类::校验更新指令枚举目标"	"需求类.cpp:1684"	"1"	"1"	"结构_枚举目标校验结果 需求类::校验更新指令枚举目标( const 结构_需求树更新指令& 指令) noexcept"	"更新已有对象、状态、索引或缓存。"	"类别=更新;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=需求;约束=noexcept"	"专用类/对应头文件：需求"	"待复核"
