结构体名	所在文件	行号	字段摘要	是否含文本业务字段	是否含项目结构字段	写入方	读取方	外部读取	初步分类
结构_循环结果	自我线程模块.ixx	112	bool 已补齐初始化 = false; | bool 已回填主链 = false; | bool 任务管理治理触发 = false; | bool 任务管理证据触发 = false; | bool 任务管理上位输入已刷新 = false; | bool 需求树已更新 = false; | bool 有派生需求待实例化 = false; | bool 有子结果待路由 = false; | ...(+11)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_自我线程最小状态快照	自我线程模块.ixx	134	std::uintptr_t Tick计数抽象特征指针 = 0; | I64 Tick计数值 = 0; | std::uintptr_t 最近Tick时间抽象特征指针 = 0; | 时间戳 最近Tick时间值 = 0; | std::uintptr_t 生命周期抽象特征指针 = 0; | I64 生命周期值 = 0; | std::uintptr_t 最近阶段抽象特征指针 = 0; | I64 最近阶段值 = 0; | ...(+14)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_自检报告修复治理快照	自我线程模块.ixx	158	bool 已生成 = false; | std::uint64_t 累计接收报告候选数 = 0; | std::uint64_t 累计越界需求化拒绝数 = 0; | std::uint64_t 待处理报告数 = 0; | std::uint64_t 待休眠修复报告数 = 0; | std::uint64_t 待映射确认报告数 = 0; | std::uint64_t 仅报告保留数 = 0; | std::uint64_t 休眠期评估报告数 = 0; | ...(+8)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_需求候选快照	自我线程模块.ixx	176	std::string 候选类型{}; | std::string 来源消息类型{}; | std::string 当前方法主键{}; | std::uint64_t 关联任务主键 = 0; | bool 建议升格为正式需求 = false; | bool 建议新任务入口 = false; | bool 需要外部支撑 = false; | bool 影响父任务推进 = false; | ...(+2)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_任务权重候选快照	自我线程模块.ixx	188	std::string 对象类型{}; | std::uint64_t 对象主键 = 0; | I64 原值 = 0; | I64 候选值 = 0; | I64 变化量 = 0; | std::string 摘要{}; | };	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_父子依赖权重候选快照	自我线程模块.ixx	197	std::uint64_t 父任务主键 = 0; | std::uint64_t 子任务主键 = 0; | I64 候选值 = 0; | I64 变化量 = 0; | bool 需要父任务处理 = false; | std::string 摘要{}; | };	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_方法禁止项快照	自我线程模块.ixx	206	std::string 方法主键{}; | std::string 来源消息类型{}; | std::string 禁止项类别{}; | std::string 方向区间{}; | I64 严重级别 = 0; | bool 是否阻断 = false; | bool 是否已验证 = false; | bool 是否建议恢复后解除 = false; | ...(+4)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_需求与权重治理输出快照	自我线程模块.ixx	220	bool 已生成 = false; | bool 已完成需求与权重更新 = false; | std::string 主导需求候选{}; | std::uint64_t 主导任务候选主键 = 0; | I64 最高优先级候选 = 0; | std::string 摘要{}; | std::vector<结构_需求候选快照> 需求候选列表{}; | std::vector<结构_任务权重候选快照> 任务权重候选列表{}; | ...(+3)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_主派发动作快照	自我线程模块.ixx	233	std::string 动作类型{}; | std::uint64_t 任务根ID = 0; | bool 允许并发 = true; | std::uint32_t 并发组 = 0; | std::string 目标队列{}; | std::string 摘要{}; | };	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_队列裁决快照	自我线程模块.ixx	242	std::string 队列名称{}; | bool 已命中 = false; | I64 变更数量 = 0; | std::string 裁决{}; | std::string 摘要{}; | };	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_队列成员快照	自我线程模块.ixx	250	std::string 成员稳定键{}; | std::uint64_t 任务根ID = 0; | bool 当前在队列 = false; | 时间戳 首次入队时间 = 0; | 时间戳 最近入队时间 = 0; | 时间戳 最近出队时间 = 0; | std::string 来源分类{}; | std::string 来源动作{}; | ...(+3)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_队列成员事件快照	自我线程模块.ixx	263	std::string 成员稳定键{}; | std::uint64_t 任务根ID = 0; | bool 是否入队 = false; | 时间戳 发生时间 = 0; | std::string 来源分类{}; | std::string 来源动作{}; | std::string 摘要{}; | };	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_队列治理状态快照	自我线程模块.ixx	273	std::string 队列名称{}; | bool 已命中 = false; | bool 当前活跃 = false; | I64 本轮变更数量 = 0; | std::uint64_t 累计命中次数 = 0; | I64 累计变更数量 = 0; | std::uint64_t 连续活跃轮数 = 0; | std::uint64_t 累计活跃轮数 = 0; | ...(+19)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_队列治理输出快照	自我线程模块.ixx	302	bool 已生成 = false; | std::string 摘要{}; | std::vector<结构_队列治理状态快照> 队列状态列表{}; | };	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_派发占用登记快照	自我线程模块.ixx	308	std::size_t 动作序号 = 0; | std::string 动作类型{}; | std::string 占用队列{}; | std::uint64_t 包主键 = 0; | std::uint64_t 任务根ID = 0; | bool 已登记占用 = false; | bool 已下发控制投影 = false; | bool 已释放占用 = false; | ...(+4)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_派发回执快照	自我线程模块.ixx	322	std::size_t 动作序号 = 0; | std::string 动作类型{}; | std::uint64_t 包主键 = 0; | std::uint64_t 任务根ID = 0; | bool 已生成任务包 = false; | bool 已封口任务包 = false; | bool 已实际派发 = false; | bool 已形成回流 = false; | ...(+3)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_主派发输出快照	自我线程模块.ixx	335	bool 已生成 = false; | bool 已生成治理桥预判 = false; | bool 已生成治理桥结果 = false; | bool 有派生需求待实例化 = false; | 自我线程消息批次执行器::枚举_批次执行去向::继续提交; | bool 允许任务入口实例化 = false; | bool 允许工作线程推进 = false; | bool 治理桥允许进入执行链 = false; | ...(+89)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_回流结算快照	自我线程模块.ixx	435	std::uint64_t 包主键 = 0; | std::uint64_t 任务根ID = 0; | std::uint64_t 父任务主键 = 0; | bool 已封口 = false; | bool 是否有效推进 = false; | bool 建议进入收束 = false; | bool 建议重试 = false; | bool 需要父任务协调 = false; | ...(+11)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_否定项快照	自我线程模块.ixx	456	时间戳 发生时间 = 0; | std::uint64_t 目标任务主键 = 0; | I64 风险等级 = 0; | std::string 原因摘要{}; | std::string 摘要{}; | };	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_缺口触发快照	自我线程模块.ixx	464	时间戳 发生时间 = 0; | std::uint64_t 锚点主键 = 0; | std::uint64_t 来源任务主键 = 0; | std::uint64_t 来源方法主键 = 0; | I64 置信度 = 0; | std::string 样本类别{}; | std::string 摘要{}; | };	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_关键中间状态快照	自我线程模块.ixx	474	时间戳 发生时间 = 0; | std::uint64_t 动作主体主键 = 0; | std::uint64_t 变化主体主键 = 0; | std::uint64_t 特征主键 = 0; | bool 已恢复 = false; | std::string 动作语义键{}; | std::string 特征类型摘要{}; | std::string 特征沉淀键{}; | ...(+4)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_关键中间状态分组快照	自我线程模块.ixx	488	std::string 特征沉淀键{}; | std::string 特征类型摘要{}; | std::string 来源消息类型{}; | std::size_t 条目数 = 0; | std::size_t 未恢复数 = 0; | 时间戳 最近发生时间 = 0; | std::string 最近动作语义键{}; | std::string 最近变化摘要{}; | ...(+2)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_双值结算账快照	自我线程模块.ixx	500	bool 已生成 = false; | I64 直接服务净变化 = 0; | I64 准备性服务净变化 = 0; | I64 服务净变化 = 0; | I64 物理安全净变化 = 0; | I64 风险安全净变化 = 0; | I64 安全净变化 = 0; | std::string 摘要{}; | ...(+1)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_缺口恢复接口快照	自我线程模块.ixx	511	bool 已生成 = false; | bool 应触发缺口承接 = false; | bool 应申请重试恢复 = false; | bool 应申请收束恢复 = false; | bool 应申请低频整理 = false; | std::size_t 缺口触发数 = 0; | std::string 恢复请求摘要{}; | std::string 整理请求摘要{}; | ...(+11)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_恢复请求分组快照	自我线程模块.ixx	521	std::string 请求类型{}; | bool 已触发 = false; | std::size_t 请求数 = 0; | std::uint64_t 首目标任务主键 = 0; | std::uint64_t 首关联包主键 = 0; | std::string 唤醒原因{}; | std::string 摘要{}; | };	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_结算治理输出快照	自我线程模块.ixx	533	bool 已生成 = false; | bool 是否有效推进 = false; | bool 已执行固定机制 = false; | I64 服务净变化 = 0; | I64 安全净变化 = 0; | std::string 固定机制摘要{}; | std::string 下一轮唤醒原因{}; | 动态节点类* 任务完成动作动态 = nullptr; | ...(+9)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_根层判定结果	自我线程模块.ixx	651	bool 已生成 = false; | 枚举_任务管理根层重判结果 根层重判结果 = 枚举_任务管理根层重判结果::未定义; | 枚举_任务管理执行前门控结果 执行前门控结果 = 枚举_任务管理执行前门控结果::未定义; | 枚举_自我线程最终去向 当前最终去向 = 枚举_自我线程最终去向::未定义; | std::uintptr_t 主导需求节点 = 0; | std::uintptr_t 主导任务节点 = 0; | I64 最高优先级候选 = 0; | std::size_t 需求候选数 = 0; | ...(+82)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_主派发动作	自我线程模块.ixx	743	bool 已生成 = false; | 枚举_主派发动作类型 动作类型 = 枚举_主派发动作类型::未定义; | std::uint64_t 任务根ID = 0; | std::uintptr_t 主导任务节点 = 0; | bool 允许并发 = true; | std::uint32_t 并发组 = 0; | std::string 目标队列{}; | std::string 摘要{}; | ...(+1)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_队列裁决	自我线程模块.ixx	754	bool 已生成 = false; | 枚举_治理队列类型 队列类型 = 枚举_治理队列类型::未定义; | bool 已命中 = false; | I64 变更数量 = 0; | std::string 队列名称{}; | std::string 裁决{}; | std::string 摘要{}; | };	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_派发回执	自我线程模块.ixx	764	bool 已生成 = false; | std::size_t 动作序号 = 0; | 枚举_主派发动作类型 动作类型 = 枚举_主派发动作类型::未定义; | std::uint64_t 包主键 = 0; | std::uint64_t 任务根ID = 0; | bool 已生成任务包 = false; | bool 已封口任务包 = false; | bool 已实际派发 = false; | ...(+4)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_派发占用登记	自我线程模块.ixx	778	bool 已生成 = false; | std::size_t 动作序号 = 0; | 枚举_主派发动作类型 动作类型 = 枚举_主派发动作类型::未定义; | 枚举_治理队列类型 占用队列类型 = 枚举_治理队列类型::未定义; | std::uint64_t 包主键 = 0; | std::uint64_t 任务根ID = 0; | std::uintptr_t 主导任务节点 = 0; | bool 已登记占用 = false; | ...(+6)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_主派发决议	自我线程模块.ixx	794	bool 已生成 = false; | 结构_根层判定结果 根层判定{}; | 自我线程消息批次执行器::枚举_批次执行去向::继续提交; | 枚举_任务管理根层重判结果 根层重判结果 = 枚举_任务管理根层重判结果::未定义; | 枚举_任务管理执行前门控结果 执行前门控结果 = 枚举_任务管理执行前门控结果::未定义; | std::uintptr_t 主导需求节点 = 0; | std::uintptr_t 主导任务节点 = 0; | bool 允许任务入口实例化 = false; | ...(+13)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_队列治理对象	自我线程模块.ixx	818	std::string 成员稳定键{}; | std::uint64_t 任务根ID = 0; | bool 当前在队列 = false; | 时间戳 首次入队时间 = 0; | 时间戳 最近入队时间 = 0; | 时间戳 最近出队时间 = 0; | 枚举_队列成员来源分类 来源分类 = 枚举_队列成员来源分类::未定义; | std::string 来源动作{}; | ...(+32)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_成员对象	自我线程模块.ixx	819	std::string 成员稳定键{}; | std::uint64_t 任务根ID = 0; | bool 当前在队列 = false; | 时间戳 首次入队时间 = 0; | 时间戳 最近入队时间 = 0; | 时间戳 最近出队时间 = 0; | 枚举_队列成员来源分类 来源分类 = 枚举_队列成员来源分类::未定义; | std::string 来源动作{}; | ...(+3)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_结果路由动作	自我线程模块.ixx	862	bool 已生成 = false; | bool 已完成全局判断 = false; | bool 已路由父任务 = false; | bool 已补记父任务影响 = false; | bool 已加入回流队列 = false; | bool 是否最终结果 = false; | bool 是否需要父任务处理 = false; | bool 是否形成否定项候选 = false; | ...(+9)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_回流结算草稿	自我线程模块.ixx	881	bool 已生成 = false; | bool 已封口 = false; | std::uint64_t 包主键 = 0; | std::uint64_t 任务根ID = 0; | std::uint64_t 父任务主键 = 0; | std::uintptr_t 父任务节点 = 0; | std::uintptr_t 结果节点 = 0; | bool 是否有效推进 = false; | ...(+14)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
