函数名	定义位置	原始签名	参数类型	返回类型	函数体领域依赖	分类A或B	迁移候选	保留原因	模块import风险	下一步处理
补全当前观察新鲜度状态	自我动作实现.外设模块.ixx:9482	inline void 补全当前观察新鲜度状态( 结构_双目相机调用结果& 结果, 时间戳 判定时间) noexcept	 结构_双目相机调用结果& 结果, 时间戳 判定时间	void	结构_,外设,双目,相机,观察,字段访问	A	否	命中自定义结构/节点/协议依赖：结构_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
补齐外设观察报告ID输入参数_筹办	任务模块.筹办.ixx:4170	bool 补齐外设观察报告ID输入参数_筹办( 任务节点* 任务头, 场景节点类* 输入参数场景, 特征节点类* 输入条件包, 时间戳 now) noexcept	 任务节点* 任务头, 场景节点类* 输入参数场景, 特征节点类* 输入条件包, 时间戳 now	bool	节点类,节点,基础信息,场景节点,特征节点,任务节点,外设观察,存在,场景,特征,需求,任务,外设,世界树,报告,观察	A	否	命中自定义结构/节点/协议依赖：节点类,节点,基础信息,场景节点,特征节点,任务节点,外设观察；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
补齐安全因果搜索输入参数_筹办	任务模块.筹办.ixx:4284	bool 补齐安全因果搜索输入参数_筹办( 任务节点* 任务头, 方法节点* 目标方法, 场景节点类* 输入参数场景, 特征节点类* 输入条件包, 基础信息节点类* 目标宿主, const 语素入口节点类* 目标特征类型, 时间戳 now) noexcept	 任务节点* 任务头, 方法节点* 目标方法, 场景节点类* 输入参数场景, 特征节点类* 输入条件包, 基础信息节点类* 目标宿主, const 语素入口节点类* 目标特征类型, 时间戳 now	bool	节点类,节点,基础信息,语素入口,场景节点,特征节点,任务节点,方法节点,枚举_,语素,场景,特征,需求,任务,方法,因果	A	否	命中自定义结构/节点/协议依赖：节点类,节点,基础信息,语素入口,场景节点,特征节点,任务节点,方法节点；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
裁决批次执行去向	自我线程模块.消息批次执行器.ixx:323	inline 枚举_批次执行去向 裁决批次执行去向( const 自我类& 自我对象, const 枚举_任务管理根层重判结果 根层重判结果, const 枚举_任务管理执行前门控结果 执行前门控结果, const 任务管理线程协议::结构_任务界面承接结果& 承接结果) noexcept	 const 自我类& 自我对象, const 枚举_任务管理根层重判结果 根层重判结果, const 枚举_任务管理执行前门控结果 执行前门控结果, const 任务管理线程协议::结构_任务界面承接结果& 承接结果	枚举_批次执行去向	结构_,枚举_,协议,需求,任务,自我,线程,字段访问	A	否	命中自定义结构/节点/协议依赖：结构_,枚举_,协议；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
观察事实布尔状态	自我动作实现.外设模块.ixx:9476	inline I64 观察事实布尔状态(bool 条件) noexcept	bool 条件	I64	观察	B	候选	未命中自定义主信息/节点/结构/协议对象；仅作为迁移候选，需人工复核同功能与 import 环	中-有领域命名/日志语境，迁移前复核命名和所属模块	P13b 迁移前查全局共享函数类和函数说明文档；确认无同功能且无 import 环
观察变化关系键	自我动作实现.外设模块.ixx:14624	inline I64 观察变化关系键( const 结构_观察存在摘要& 当前, const 结构_观察存在摘要& 历史) noexcept	 const 结构_观察存在摘要& 当前, const 结构_观察存在摘要& 历史	I64	结构_,存在,观察,字段访问	A	否	命中自定义结构/节点/协议依赖：结构_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
观察存在候选已验证	自我动作实现.外设模块.ixx:10536	inline bool 观察存在候选已验证( const 结构_观察存在假设结果& 假设, const 结构_像素归属验证结果& 验证) noexcept	 const 结构_观察存在假设结果& 假设, const 结构_像素归属验证结果& 验证	bool	结构_,空间候选,存在,观察,字段访问	A	否	命中自定义结构/节点/协议依赖：结构_,空间候选；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
观察存在归属证据通过	自我动作实现.外设模块.ixx:10526	inline bool 观察存在归属证据通过( const 结构_像素归属验证结果& 验证) noexcept	 const 结构_像素归属验证结果& 验证	bool	结构_,存在,观察,字段访问	A	否	命中自定义结构/节点/协议依赖：结构_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
观察存在空间证据通过	自我动作实现.外设模块.ixx:10517	inline bool 观察存在空间证据通过( const 结构_观察存在假设结果& 假设) noexcept	 const 结构_观察存在假设结果& 假设	bool	结构_,存在,观察,字段访问	A	否	命中自定义结构/节点/协议依赖：结构_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
观察材料等级文本	外设观察报告队列.ixx:1894	const char* 观察材料等级文本(枚举_观察材料等级 类型) noexcept	枚举_观察材料等级 类型	const char*	枚举_,观察	A	否	命中自定义结构/节点/协议依赖：枚举_	高	不迁入全局共享；按所属领域保留/去重/删除审计
观察簇投影可形成平面轮廓	自我动作实现.外设模块.ixx:7311	inline bool 观察簇投影可形成平面轮廓( const 结构_外设观察像素簇摘要& 簇) noexcept	 const 结构_外设观察像素簇摘要& 簇	bool	结构_,外设观察,观察像素簇,外设,观察,字段访问	A	否	命中自定义结构/节点/协议依赖：结构_,外设观察,观察像素簇；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
观察簇空间范围可形成极值轮廓	自我动作实现.外设模块.ixx:7320	inline bool 观察簇空间范围可形成极值轮廓( const 结构_外设观察像素簇摘要& 簇) noexcept	 const 结构_外设观察像素簇摘要& 簇	bool	结构_,外设观察,观察像素簇,外设,观察,字段访问	A	否	命中自定义结构/节点/协议依赖：结构_,外设观察,观察像素簇；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
解析D455观察材料句柄	外设观察报告队列.ixx:2613	结构_D455观察材料句柄摘要 解析D455观察材料句柄(const std::string& 句柄)	const std::string& 句柄	结构_D455观察材料句柄摘要	结构_,枚举_,外设观察,外设,D455,观察,字段访问	A	否	命中自定义结构/节点/协议依赖：结构_,枚举_,外设观察；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
解析任务来源因果信息_筹办	任务模块.筹办.ixx:4235	因果节点类* 解析任务来源因果信息_筹办( 任务节点* 任务头, 基础信息节点类* 目标宿主) noexcept	 任务节点* 任务头, 基础信息节点类* 目标宿主	因果节点类*	节点类,节点,基础信息,任务节点,特征,需求,任务,因果,安全,服务,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,基础信息,任务节点；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
解析任务目标方法	任务模块.筹办.ixx:5032	方法节点* 解析任务目标方法( 自我类& 自我对象, 任务节点* 任务头, 时间戳 now, std::vector<方法节点*>* 输出候选方法集) noexcept	 自我类& 自我对象, 任务节点* 任务头, 时间戳 now, std::vector<方法节点*>* 输出候选方法集	方法节点*	节点,任务节点,方法节点,回执,存在,特征,需求,任务,方法,世界树,自我,日志,字段访问	A	否	命中自定义结构/节点/协议依赖：节点,任务节点,方法节点,回执；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
解析历史观察存在	自我动作实现.外设模块.ixx:14432	inline 存在节点类* 解析历史观察存在( 场景节点类* 输入参数场景, 基础信息节点类* 默认宿主, 场景节点类* 输出结果场景, 存在节点类* 当前存在) noexcept	 场景节点类* 输入参数场景, 基础信息节点类* 默认宿主, 场景节点类* 输出结果场景, 存在节点类* 当前存在	存在节点类*	节点类,节点,基础信息,语素入口,存在节点,场景节点,语素,存在,场景,特征,观察,扫描,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,基础信息,语素入口,存在节点,场景节点；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
解析双目相机目标外设	自我动作实现.外设模块.ixx:17465	inline 存在节点类* 解析双目相机目标外设( 场景节点类* 输入参数场景, 场景节点类* 输出场景) noexcept	 场景节点类* 输入参数场景, 场景节点类* 输出场景	存在节点类*	主信息,节点类,节点,基础信息,存在节点,场景节点,存在,场景,特征,外设,双目,相机,世界树,字段访问	A	否	命中自定义结构/节点/协议依赖：主信息,节点类,节点,基础信息,存在节点,场景节点；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
解析双目相机目标宿主	自我动作实现.外设模块.ixx:17485	inline 基础信息节点类* 解析双目相机目标宿主( 场景节点类* 输入参数场景, 基础信息节点类* 默认宿主) noexcept	 场景节点类* 输入参数场景, 基础信息节点类* 默认宿主	基础信息节点类*	节点类,节点,基础信息,场景节点,场景,特征,双目,相机,世界树,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,基础信息,场景节点；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
解析因果信息节点_筹办	任务模块.筹办.ixx:4229	因果节点类* 解析因果信息节点_筹办(基础信息节点类* 节点) noexcept	基础信息节点类* 节点	因果节点类*	节点类,节点,基础信息,因果,世界树,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,基础信息；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
