live	函数名	未限定名	定义位置	call_like_count	功能	签名风险标记	命中位置
yes	匹配链键	匹配链键	度量模板注册表类.ixx:398	13	按函数名执行对应处理。		度量模板注册表类.ixx:75;度量模板注册表类.ixx:144;度量模板注册表类.ixx:201;度量模板注册表类.ixx:223;度量模板注册表类.ixx:245;度量模板注册表类.ixx:257;度量模板注册表类.ixx:269;度量模板注册表类.ixx:291;度量模板注册表类.ixx:303;度量模板注册表类.ixx:336;度量模板注册表类.ixx:372;度量模板注册表类.ixx:398
yes	模板族	模板族	度量模板注册表类.ixx:418	13	按函数名执行对应处理。		度量模板注册表类.ixx:73;度量模板注册表类.ixx:107;度量模板注册表类.ixx:195;度量模板注册表类.ixx:217;度量模板注册表类.ixx:239;度量模板注册表类.ixx:251;度量模板注册表类.ixx:263;度量模板注册表类.ixx:285;度量模板注册表类.ixx:297;度量模板注册表类.ixx:319;度量模板注册表类.ixx:355;度量模板注册表类.ixx:381
yes	匹配链键	匹配链键	度量模板注册表类.ixx:435	13	按函数名执行对应处理。		度量模板注册表类.ixx:75;度量模板注册表类.ixx:144;度量模板注册表类.ixx:201;度量模板注册表类.ixx:223;度量模板注册表类.ixx:245;度量模板注册表类.ixx:257;度量模板注册表类.ixx:269;度量模板注册表类.ixx:291;度量模板注册表类.ixx:303;度量模板注册表类.ixx:336;度量模板注册表类.ixx:372;度量模板注册表类.ixx:398
yes	私有_UTF8转宽字串	私有_UTF8转宽字串	控制面板WebView2.cpp:153	13	服务所在模块的内部辅助流程。		控制面板WebView2.cpp:153;控制面板WebView2.cpp:817;控制面板WebView2.cpp:837;控制面板WebView2.cpp:858;控制面板WebView2.cpp:876;控制面板WebView2.cpp:1327;控制面板WebView2.cpp:1520;控制面板WebView2.cpp:1539;控制面板WebView2.cpp:1559;数据库ADO模块.cpp:36;数据库ADO模块.cpp:160;数据库ADO模块.cpp:647
yes	私有_创建结构省略节点	私有_创建结构省略节点	控制面板类.cpp:2753	13	创建并返回或登记对应对象。		控制面板类.cpp:2753;控制面板类.cpp:5160;控制面板类.cpp:5409;控制面板类.cpp:5556;控制面板类.cpp:5750;控制面板类.cpp:5785;控制面板类.cpp:5817;控制面板类.cpp:5856;控制面板类.cpp:5888;控制面板类.cpp:10654;控制面板类.cpp:10679;控制面板类.cpp:10703
yes	私有_UTF8转宽字串	私有_UTF8转宽字串	数据库ADO模块.cpp:36	13	把 UTF-8 文本转换为 Windows 宽字串。		控制面板WebView2.cpp:153;控制面板WebView2.cpp:817;控制面板WebView2.cpp:837;控制面板WebView2.cpp:858;控制面板WebView2.cpp:876;控制面板WebView2.cpp:1327;控制面板WebView2.cpp:1520;控制面板WebView2.cpp:1539;控制面板WebView2.cpp:1559;数据库ADO模块.cpp:36;数据库ADO模块.cpp:160;数据库ADO模块.cpp:647
yes	方法类::方法条件节点数量	方法条件节点数量	方法类.cpp:1984	13	统计方法首节点的条件节点数量。		任务模块.执行.ixx:583;任务模块.筹办.ixx:2334;任务模块.筹办.ixx:2923;任务模块.筹办.ixx:4832;任务模块.筹办.ixx:4857;任务模块.筹办.ixx:5358;方法类.cpp:1984;自我动作实现.外设模块.ixx:8512;自我动作实现模块.ixx:3579;自我动作实现模块.ixx:9515;自我动作实现模块.ixx:9816;自我动作实现模块.ixx:9823
yes	初始化	初始化	日志模块.ixx:471	13	初始化相关对象、状态或运行上下文。		世界树类.cpp:1541;世界树类.cpp:1542;世界树类.cpp:1543;世界树类.h:36;基础信息类.h:26;日志模块.ixx:41;日志模块.ixx:102;日志模块.ixx:471;日志模块.ixx:554;特征值类.h:27;自我类.初始化.cpp:300;语素类.h:42
yes	特征_参数值类型	特征_参数值类型	自我动作实现.外设模块.ixx:1102	13	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1102;自我动作实现.外设模块.ixx:8363;自我动作实现模块.ixx:619;自我动作实现模块.ixx:3242;自我动作实现模块.ixx:5905;自我动作实现模块.ixx:5982;自我动作实现模块.ixx:6035;自我动作实现模块.ixx:6059;自我动作实现模块.ixx:6277;自我动作实现模块.ixx:6278;自我动作实现模块.ixx:6453;自我动作实现模块.ixx:6489
yes	读取当前场景已确认存在集合	读取当前场景已确认存在集合	自我动作实现.外设模块.ixx:13374	13	从指定来源读取数据或状态。		自我动作实现.外设模块.ixx:13374;自我动作实现.外设模块.ixx:18657;自我动作实现.外设模块.ixx:19864;自我动作实现.外设模块.ixx:20203;自我动作实现.外设模块.ixx:20603;自我动作实现.外设模块.ixx:20765;自我动作实现.外设模块.ixx:21321;自我动作实现.外设模块.ixx:22639;自我动作实现.外设模块.ixx:22811;自我动作实现.外设模块.ixx:22935;自我动作实现.外设模块.ixx:23632;自我动作实现.外设模块.ixx:23901
yes	特征_方法条件节点	特征_方法条件节点	自我动作实现.外设模块.ixx:1611	13	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1611;自我动作实现模块.ixx:1135;自我动作实现模块.ixx:3679;自我动作实现模块.ixx:3738;自我动作实现模块.ixx:4932;自我动作实现模块.ixx:5794;自我动作实现模块.ixx:7014;自我动作实现模块.ixx:7243;自我动作实现模块.ixx:7262;自我动作实现模块.ixx:8657;自我动作实现模块.ixx:8882;自我动作实现模块.ixx:11920
yes	特征_选中自我能力值	特征_选中自我能力值	自我动作实现.外设模块.ixx:1903	13	按函数名执行对应处理。		任务模块.筹办.ixx:3130;任务模块.筹办.ixx:3916;任务模块.筹办.ixx:4603;任务模块.筹办.ixx:4607;任务模块.筹办.ixx:4613;自我动作实现.外设模块.ixx:1903;自我动作实现模块.ixx:1427;自我动作实现模块.ixx:7313;自我动作实现模块.ixx:7316;自我动作实现模块.ixx:7322;自我动作实现模块.ixx:9498;自我动作实现模块.ixx:10909
yes	值_方法虚拟存在缺失	值_方法虚拟存在缺失	自我动作实现.外设模块.ixx:2043	13	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2043;自我动作实现.外设模块.ixx:9223;自我动作实现.外设模块.ixx:9242;自我动作实现模块.ixx:1567;自我动作实现模块.ixx:4382;自我动作实现模块.ixx:4401;自我动作实现模块.ixx:8502;自我动作实现模块.ixx:8924;自我动作实现模块.ixx:8927;自我动作实现模块.ixx:9267;自我动作实现模块.ixx:9953;自我动作实现模块.ixx:10561
yes	读取提交入口指针	读取提交入口指针	自我动作实现.外设模块.ixx:23092	13	从指定来源读取数据或状态。		自我动作实现.外设模块.ixx:20923;自我动作实现.外设模块.ixx:20967;自我动作实现.外设模块.ixx:20980;自我动作实现.外设模块.ixx:20987;自我动作实现.外设模块.ixx:21732;自我动作实现.外设模块.ixx:21809;自我动作实现.外设模块.ixx:21823;自我动作实现.外设模块.ixx:21829;自我动作实现.外设模块.ixx:23092;自我动作实现.外设模块.ixx:23112;自我动作实现.外设模块.ixx:24470;自我动作实现.外设模块.ixx:24471
yes	读取提交入口动作动态_按特征	读取提交入口动作动态_按特征	自我动作实现.外设模块.ixx:23105	13	从指定来源读取数据或状态。		自我动作实现.外设模块.ixx:23105;自我动作实现.外设模块.ixx:23124;自我动作实现.外设模块.ixx:23125;自我动作实现.外设模块.ixx:23126;自我动作实现.外设模块.ixx:23127;自我动作实现.外设模块.ixx:23128;自我动作实现.外设模块.ixx:23129;自我动作实现.外设模块.ixx:23130;自我动作实现.外设模块.ixx:23131;自我动作实现.外设模块.ixx:23132;自我动作实现.外设模块.ixx:23133;自我动作实现.外设模块.ixx:23134
yes	特征_外设观察存在可复验状态	特征_外设观察存在可复验状态	自我动作实现.外设模块.ixx:2449	13	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2449;自我动作实现.外设模块.ixx:12499;自我动作实现.外设模块.ixx:15467;自我动作实现.外设模块.ixx:15484;自我动作实现.外设模块.ixx:15485;自我动作实现.外设模块.ixx:15486;自我动作实现.外设模块.ixx:16132;自我动作实现.外设模块.ixx:16471;自我动作实现.外设模块.ixx:16513;自我动作实现.外设模块.ixx:16517;自我动作实现.外设模块.ixx:21253;自我动作实现.外设模块.ixx:22420
yes	特征_目标存在跟踪状态	特征_目标存在跟踪状态	自我动作实现.外设模块.ixx:4598	13	执行跟踪相关定位、匹配或结果输出逻辑。		自我动作实现.外设模块.ixx:4598;自我动作实现.外设模块.ixx:16240;自我动作实现.外设模块.ixx:16259;自我动作实现.外设模块.ixx:16417;自我动作实现.外设模块.ixx:16422;自我动作实现.外设模块.ixx:21919;自我动作实现.外设模块.ixx:21954;自我动作实现.外设模块.ixx:22015;自我动作实现.外设模块.ixx:23856;自我动作实现.外设模块.ixx:23962;自我动作实现.外设模块.ixx:23975;自我动作实现.外设模块.ixx:24666
yes	特征_已验证观察存在数量	特征_已验证观察存在数量	自我动作实现.外设模块.ixx:5312	13	按函数名执行对应处理。		自我动作实现.外设模块.ixx:5312;自我动作实现.外设模块.ixx:13065;自我动作实现.外设模块.ixx:13235;自我动作实现.外设模块.ixx:14999;自我动作实现.外设模块.ixx:15128;自我动作实现.外设模块.ixx:16576;自我动作实现.外设模块.ixx:16947;自我动作实现.外设模块.ixx:21446;自我动作实现.外设模块.ixx:23006;自我动作实现.外设模块.ixx:23397;自我动作实现.外设模块.ixx:23401;自我动作实现.外设模块.ixx:24039
yes	特征_候选实参数量	特征_候选实参数量	自我动作实现.外设模块.ixx:5529	13	按函数名执行对应处理。		自我动作实现.外设模块.ixx:5529;自我动作实现模块.ixx:1945;自我动作实现模块.ixx:5785;自我动作实现模块.ixx:6671;自我动作实现模块.ixx:6699;自我动作实现模块.ixx:6700;自我动作实现模块.ixx:6735;自我动作实现模块.ixx:6736;自我动作实现模块.ixx:6856;自我动作实现模块.ixx:6859;自我动作实现模块.ixx:9051;自我动作实现模块.ixx:9491
yes	输入包根	输入包根	自我动作实现.外设模块.ixx:7783	13	按函数名执行对应处理。		自我动作实现.外设模块.ixx:7783;自我动作实现.外设模块.ixx:7801;自我动作实现.外设模块.ixx:7816;自我动作实现.外设模块.ixx:8594;自我动作实现.服务模块.ixx:1188;自我动作实现.服务模块.ixx:1227;自我动作实现.服务模块.ixx:1556;自我动作实现模块.ixx:2789;自我动作实现模块.ixx:2807;自我动作实现模块.ixx:2822;自我动作实现模块.ixx:3915;自我动作实现模块.ixx:4775
yes	读取输入包I64	读取输入包I64	自我动作实现.外设模块.ixx:7795	13	从指定来源读取数据或状态。		自我动作实现.外设模块.ixx:7795;自我动作实现.外设模块.ixx:7892;自我动作实现.外设模块.ixx:7893;自我动作实现.外设模块.ixx:7894;自我动作实现.外设模块.ixx:25396;自我动作实现.外设模块.ixx:25397;自我动作实现.外设模块.ixx:25398;自我动作实现.外设模块.ixx:25401;自我动作实现.外设模块.ixx:25402;自我动作实现.外设模块.ixx:25403;自我动作实现.服务模块.ixx:1550;自我动作实现.服务模块.ixx:1570
yes	输入包根	输入包根	自我动作实现.服务模块.ixx:1188	13	按函数名执行对应处理。		自我动作实现.外设模块.ixx:7783;自我动作实现.外设模块.ixx:7801;自我动作实现.外设模块.ixx:7816;自我动作实现.外设模块.ixx:8594;自我动作实现.服务模块.ixx:1188;自我动作实现.服务模块.ixx:1227;自我动作实现.服务模块.ixx:1556;自我动作实现模块.ixx:2789;自我动作实现模块.ixx:2807;自我动作实现模块.ixx:2822;自我动作实现模块.ixx:3915;自我动作实现模块.ixx:4775
yes	读取输入包I64	读取输入包I64	自我动作实现.服务模块.ixx:1550	13	从指定来源读取数据或状态。		自我动作实现.外设模块.ixx:7795;自我动作实现.外设模块.ixx:7892;自我动作实现.外设模块.ixx:7893;自我动作实现.外设模块.ixx:7894;自我动作实现.外设模块.ixx:25396;自我动作实现.外设模块.ixx:25397;自我动作实现.外设模块.ixx:25398;自我动作实现.外设模块.ixx:25401;自我动作实现.外设模块.ixx:25402;自我动作实现.外设模块.ixx:25403;自我动作实现.服务模块.ixx:1550;自我动作实现.服务模块.ixx:1570
yes	值_服务字段绑定写入失败	值_服务字段绑定写入失败	自我动作实现.服务模块.ixx:941	13	把处理结果写入指定对象、场景或日志。		自我动作实现.服务模块.ixx:941;自我动作实现.服务模块.ixx:1302;自我动作实现.服务模块.ixx:1320;自我动作实现.服务模块.ixx:1334;自我动作实现.服务模块.ixx:1765;自我动作实现.服务模块.ixx:2572;自我动作实现.服务模块.ixx:2621;自我动作实现.服务模块.ixx:3100;自我动作实现.服务模块.ixx:3138;自我动作实现.服务模块.ixx:3149;自我动作实现.服务模块.ixx:3274;自我动作实现.服务模块.ixx:3304
yes	特征_方法条件节点	特征_方法条件节点	自我动作实现模块.ixx:1135	13	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1611;自我动作实现模块.ixx:1135;自我动作实现模块.ixx:3679;自我动作实现模块.ixx:3738;自我动作实现模块.ixx:4932;自我动作实现模块.ixx:5794;自我动作实现模块.ixx:7014;自我动作实现模块.ixx:7243;自我动作实现模块.ixx:7262;自我动作实现模块.ixx:8657;自我动作实现模块.ixx:8882;自我动作实现模块.ixx:11920
yes	特征_选中自我能力值	特征_选中自我能力值	自我动作实现模块.ixx:1427	13	按函数名执行对应处理。		任务模块.筹办.ixx:3130;任务模块.筹办.ixx:3916;任务模块.筹办.ixx:4603;任务模块.筹办.ixx:4607;任务模块.筹办.ixx:4613;自我动作实现.外设模块.ixx:1903;自我动作实现模块.ixx:1427;自我动作实现模块.ixx:7313;自我动作实现模块.ixx:7316;自我动作实现模块.ixx:7322;自我动作实现模块.ixx:9498;自我动作实现模块.ixx:10909
yes	值_方法虚拟存在缺失	值_方法虚拟存在缺失	自我动作实现模块.ixx:1567	13	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2043;自我动作实现.外设模块.ixx:9223;自我动作实现.外设模块.ixx:9242;自我动作实现模块.ixx:1567;自我动作实现模块.ixx:4382;自我动作实现模块.ixx:4401;自我动作实现模块.ixx:8502;自我动作实现模块.ixx:8924;自我动作实现模块.ixx:8927;自我动作实现模块.ixx:9267;自我动作实现模块.ixx:9953;自我动作实现模块.ixx:10561
