"函数名"	"条目数"	"定义数"	"声明数"	"功能签名数"	"功能签名摘要"	"迁移归属建议"	"原始签名摘要"	"初步判定"
"自我线程类::处理任务满足反馈"	"2"	"2"	"0"	"1"	"2x 类别=执行;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=自我;约束=无显式约束"	"2x 专用类/对应头文件：自我"	"自我线程模块.impl.cpp:15758: 自我线程类::结构_结算治理输出快照 自我线程类::处理任务满足反馈( 任务类::节点类* 任务节点指针, I64 本次安全满足量, I64 本次服务满足量, I64 安全累计比例_百万分比, I64 服务累计比例_百万分比, 时间戳 now, const std::string& 反馈事件主键) || 自我线程模块.impl.cpp:15790: 自我线程类::结构_结算治理输出快照 自我线程类::处理任务满足反馈( const std::string& 任务主键, I64 本次安全满足量, I64 本次服务满足量, I64 安全累计比例_百万分比, I64 服务累计比例_百万分比, 时间戳 now, const std::string& 反馈事件主键)"	"功能签名一致，按专用归属复核"
"自我线程类::配置"	"2"	"2"	"0"	"1"	"2x 类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=自我;约束=noexcept"	"2x 专用类/对应头文件：自我"	"自我线程模块.impl.cpp:15955: 结构_自我线程配置& 自我线程类::配置() noexcept || 自我线程模块.impl.cpp:15961: const 结构_自我线程配置& 自我线程类::配置() const noexcept"	"功能签名一致，按专用归属复核"
"获取主键"	"2"	"2"	"0"	"2"	"1x 类别=读取;输入=无自定义类型;输出=文本;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束 || 1x 类别=读取;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"1x 全局共享函数类.ixx候选 || 1x 原地保留/待复核"	"双向链表模板核心.h:54: std::string 获取主键() const || 双向链表模板核心.h:250: std::string 获取主键(节点类* 节点) const"	"同名不同功能或约束，禁止直接合并"
"获取名称"	"2"	"0"	"2"	"2"	"1x 类别=读取;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=世界;约束=无显式约束 || 1x 类别=读取;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=基础信息;约束=无显式约束"	"1x 专用类/对应头文件：世界 || 1x 专用类/对应头文件：基础信息"	"世界树类.h:86: std::string 获取名称(const 基础信息节点类* 节点) const || 基础信息类.h:30: std::string 获取名称(const 节点类* 节点) const"	"同名不同功能或约束，禁止直接合并"
"获取基础信息集"	"2"	"1"	"1"	"1"	"2x 类别=读取;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=基础信息;约束=无显式约束"	"2x 专用类/对应头文件：基础信息"	"基础信息类.cpp:387: 基础信息类& 获取基础信息集() || 基础信息类.h:89: 基础信息类& 获取基础信息集()"	"功能签名一致，按专用归属复核"
"获取子存在"	"2"	"0"	"2"	"2"	"1x 类别=读取;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=场景;约束=无显式约束 || 1x 类别=读取;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=存在;约束=无显式约束"	"1x 专用类/对应头文件：场景 || 1x 专用类/对应头文件：存在"	"场景类.h:29: std::vector<存在节点类*> 获取子存在(const 基础信息节点类* 父节点) const || 存在类.h:60: std::vector<存在节点类*> 获取子存在(const 基础信息节点类* 父节点) const"	"同名不同功能或约束，禁止直接合并"
"获取或创建_已加锁"	"2"	"2"	"0"	"1"	"2x 类别=构造;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征值;约束=锁约束"	"2x 专用类/对应头文件：特征值"	"特征值类.h:137: 节点类* 获取或创建_已加锁(特征值主信息类&& mi, 枚举_轮廓维度 dim) || 特征值类.h:160: 节点类* 获取或创建_已加锁(VecIU64&& v, 枚举_轮廓维度 dim)"	"功能签名一致，按专用归属复核"
"解析方法执行条件节点"	"2"	"2"	"0"	"2"	"1x 类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=外设;约束=noexcept+inline || 1x 类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=自我;约束=noexcept+inline"	"1x 专用类/对应头文件：外设 || 1x 专用类/对应头文件：自我"	"自我动作实现.外设模块.ixx:9495: inline 方法类::节点类* 解析方法执行条件节点( 方法类::节点类* 方法首节点, 场景节点类* 条件场景) noexcept || 自我动作实现模块.ixx:4389: inline 方法类::节点类* 解析方法执行条件节点( 方法类::节点类* 方法首节点, 场景节点类* 条件场景) noexcept"	"同名不同功能或约束，禁止直接合并"
"计算偏差_实际减基准"	"2"	"2"	"0"	"1"	"2x 类别=未分类;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=全局通用候选;约束=inline"	"2x 原地保留/待复核"	"动作验证报告类.h:117: inline VecI64 计算偏差_实际减基准( const 结构_动作验证值& 实际值, const 结构_动作验证值& 基准值) || 动作验证报告类.ixx:119: inline VecI64 计算偏差_实际减基准( const 结构_动作验证值& 实际值, const 结构_动作验证值& 基准值)"	"功能签名一致，按专用归属复核"
"计算子需求平分权重"	"2"	"2"	"0"	"2"	"1x 类别=未分类;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=需求;约束=noexcept+static || 1x 类别=未分类;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=需求;约束=noexcept+static"	"2x 专用类/对应头文件：需求"	"需求类.h:448: static 结构_子需求平分权重 计算子需求平分权重( const std::int64_t 父需求安全权重, const std::int64_t 父需求服务权重, const std::int64_t 子需求数量) noexcept || 需求类.h:462: static 结构_子需求平分权重 计算子需求平分权重(const 节点类* 父需求) noexcept"	"同名不同功能或约束，禁止直接合并"
"记录本能方法自身环境错误"	"2"	"2"	"0"	"2"	"1x 类别=日志;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=外设;约束=noexcept+inline || 1x 类别=日志;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=noexcept+inline"	"1x 专用类/对应头文件：外设 || 1x 专用类/对应头文件：自我"	"自我动作实现.外设模块.ixx:9550: inline void 记录本能方法自身环境错误( const char* 调用方, 枚举_本能方法ID 本能ID, 方法类::节点类* 输入方法首节点, const 结构_本能方法自身环境& 环境) noexcept || 自我动作实现模块.ixx:4474: inline void 记录本能方法自身环境错误( const char* 调用方, 枚举_本能方法ID 本能ID, 方法类::节点类* 输入方法首节点, const 结构_本能方法自身环境& 环境) noexcept"	"同名不同功能或约束，禁止直接合并"
"设为复合特征"	"2"	"1"	"1"	"2"	"1x 类别=执行;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=基础信息;约束=无显式约束 || 1x 类别=执行;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=基础信息;约束=无显式约束"	"2x 专用类/对应头文件：基础信息"	"基础信息主信息类.h:340: 设为复合特征() || 基础信息主信息类.h:381: void 设为复合特征()"	"同名不同功能或约束，禁止直接合并"
"词_被动动作"	"2"	"2"	"0"	"2"	"1x 类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=外设;约束=noexcept+inline || 1x 类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=自我;约束=noexcept+inline"	"1x 专用类/对应头文件：外设 || 1x 专用类/对应头文件：自我"	"自我动作实现.外设模块.ixx:650: inline const 语素入口节点类* 词_被动动作() noexcept || 自我动作实现模块.ixx:53: inline const 语素入口节点类* 词_被动动作() noexcept"	"同名不同功能或约束，禁止直接合并"
"语素类::添加信息入口词"	"2"	"2"	"0"	"2"	"1x 类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=语素;约束=无显式约束 || 1x 类别=执行;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=语素;约束=无显式约束"	"2x 专用类/对应头文件：语素"	"语素类.cpp:842: 语素入口节点类* 语素类::添加信息入口词(词节点类* 词节点, 枚举_信息入口类型 信息入口类型) || 语素类.cpp:872: 语素入口节点类* 语素类::添加信息入口词(const std::string& 词值, 枚举_信息入口类型 信息入口类型)"	"同名不同功能或约束，禁止直接合并"
"语素类::确保语素入口对应基础信息"	"2"	"2"	"0"	"2"	"1x 类别=未分类;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=语素;约束=无显式约束 || 1x 类别=未分类;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=语素;约束=无显式约束"	"2x 专用类/对应头文件：语素"	"语素类.cpp:880: 基础信息节点类* 语素类::确保语素入口对应基础信息(语素入口节点类* 入口节点, 基础信息类* 基础信息仓库, 基础信息节点类* 父节点) || 语素类.cpp:923: 基础信息节点类* 语素类::确保语素入口对应基础信息(const std::string& 词值, 枚举_词性 词性, 基础信息类* 基础信息仓库, 基础信息节点类* 父节点)"	"同名不同功能或约束，禁止直接合并"
"语言记录主信息类"	"2"	"2"	"0"	"2"	"1x 类别=日志;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=基础信息;约束=无显式约束 || 1x 类别=日志;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=基础信息;约束=无显式约束"	"2x 专用类/对应头文件：基础信息"	"基础信息主信息类.h:168: 语言记录主信息类() : 基础信息基类(nullptr, nullptr, 枚举_主信息类型::语言信息_仅记录) || 基础信息主信息类.h:173: explicit 语言记录主信息类(const 语素入口节点类* 词性) : 基础信息基类(词性, nullptr, 枚举_主信息类型::语言信息_仅记录), 语言词性(词性)"	"同名不同功能或约束，禁止直接合并"
"读取任务执行方法"	"2"	"0"	"2"	"1"	"2x 类别=读取;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=任务;约束=noexcept+static"	"2x 专用类/对应头文件：任务"	"任务类.h:137: static 方法节点类* 读取任务执行方法(节点类* 任务节点) noexcept || 任务类.h:138: static const 方法节点类* 读取任务执行方法(const 节点类* 任务节点) noexcept"	"功能签名一致，按专用归属复核"
"读取任务管理对象任务"	"2"	"0"	"2"	"1"	"2x 类别=读取;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=任务;约束=noexcept+static"	"2x 专用类/对应头文件：任务"	"任务类.h:128: static 节点类* 读取任务管理对象任务(节点类* 任务节点) noexcept || 任务类.h:129: static const 节点类* 读取任务管理对象任务(const 节点类* 任务节点) noexcept"	"功能签名一致，按专用归属复核"
"读取包指针"	"2"	"2"	"0"	"1"	"2x 类别=读取;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept+inline"	"2x 专用类/对应头文件：自我"	"自我动作实现.服务模块.ixx:1322: inline bool 读取包指针( 基础信息节点类* 包, const 语素入口节点类* 子类型, void*& 输出指针) noexcept || 自我动作实现模块.ixx:4851: inline bool 读取包指针( 基础信息节点类* 包, const 语素入口节点类* 子类型, void*& 输出指针) noexcept"	"功能签名一致，按专用归属复核"
"读取场景I64特征"	"2"	"2"	"0"	"2"	"1x 类别=读取;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=外设;约束=noexcept+inline || 1x 类别=读取;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept+inline"	"1x 专用类/对应头文件：外设 || 1x 专用类/对应头文件：自我"	"自我动作实现.外设模块.ixx:8076: inline bool 读取场景I64特征( 场景节点类* 场景, const 语素入口节点类* 特征类型, I64& 输出值) noexcept || 自我动作实现模块.ixx:2772: inline bool 读取场景I64特征( 场景节点类* 场景, const 语素入口节点类* 特征类型, I64& 输出值) noexcept"	"同名不同功能或约束，禁止直接合并"
"读取基础节点特征值"	"2"	"2"	"0"	"2"	"1x 类别=读取;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=外设;约束=noexcept+inline || 1x 类别=读取;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept+inline"	"1x 专用类/对应头文件：外设 || 1x 专用类/对应头文件：自我"	"自我动作实现.外设模块.ixx:7989: inline bool 读取基础节点特征值( 基础信息节点类* 宿主, const 语素入口节点类* 特征类型, 特征值& 输出值) noexcept || 自我动作实现模块.ixx:2717: inline bool 读取基础节点特征值( 基础信息节点类* 宿主, const 语素入口节点类* 特征类型, 特征值& 输出值) noexcept"	"同名不同功能或约束，禁止直接合并"
"读取提交入口上游动作动态"	"2"	"2"	"0"	"1"	"2x 类别=读取;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=外设;约束=noexcept+inline"	"2x 专用类/对应头文件：外设"	"自我动作实现.外设模块.ixx:23797: inline 动态节点类* 读取提交入口上游动作动态( 场景节点类* 输入参数场景, 场景节点类* 输出结果场景, 基础信息节点类* 宿主) noexcept || 自我动作实现.外设模块.ixx:23817: inline 动态节点类* 读取提交入口上游动作动态( 场景节点类* 输入参数场景, 场景节点类* 输出结果场景, 基础信息节点类* 首选宿主, 基础信息节点类* 备选宿主) noexcept"	"功能签名一致，按专用归属复核"
